Team_Home,Team_Away,USxg_Home,USxg_Away,Date,USProb_Home,USProb_Away,Season,League
Crotone,Milan,0.107055,2.43073,2020-09-27,0.0028,0.9568,2020-2021,SerieA
Valladolid,Celta Vigo,1.52483,1.08307,2020-09-27,0.4733,0.2169,2020-2021,LaLiga
West Ham,Wolves,3.05703,0.385152,2020-09-27,0.9395,0.0121,2020-2021,EPL
Roma,Juventus,2.81817,1.90728,2020-09-27,0.6087,0.1709,2020-2021,SerieA
Cádiz,Sevilla,1.0983,2.2102,2020-09-27,0.141,0.645,2020-2021,LaLiga
Barcelona,Villarreal,3.50735,0.244835,2020-09-27,0.9746,0.0037,2020-2021,LaLiga
Reims,Paris S-G,0.208814,3.93633,2020-09-27,0.0033,0.9797,2020-2021,Ligue1
Fulham,Aston Villa,0.534675,2.03222,2020-09-28,0.0665,0.7648,2020-2021,EPL
Bologna,Parma,2.04715,1.2448,2020-09-28,0.5758,0.1932,2020-2021,SerieA
Liverpool,Arsenal,2.73834,1.17817,2020-09-28,0.7546,0.0759,2020-2021,EPL
Real Sociedad,Valencia,0.589249,0.836796,2020-09-29,0.2132,0.4139,2020-2021,LaLiga
Getafe,Betis,0.908069,0.442837,2020-09-29,0.4845,0.1582,2020-2021,LaLiga
Udinese,Spezia,1.86648,0.812849,2020-09-30,0.6609,0.1094,2020-2021,SerieA
Benevento,Inter,1.2507,4.53244,2020-09-30,0.0095,0.9557,2020-2021,SerieA
Huesca,Atlético Madrid,0.631932,1.79241,2020-09-30,0.0949,0.7002,2020-2021,LaLiga
Villarreal,Alavés,2.65908,0.618672,2020-09-30,0.9046,0.0169,2020-2021,LaLiga
Lazio,Atalanta,1.80375,1.89667,2020-09-30,0.354,0.3974,2020-2021,SerieA
Real Madrid,Valladolid,2.64599,0.540187,2020-09-30,0.891,0.0256,2020-2021,LaLiga
Eibar,Elche,1.06052,0.378171,2020-09-30,0.6092,0.0891,2020-2021,LaLiga
Sevilla,Levante,1.04729,0.375244,2020-10-01,0.5345,0.1198,2020-2021,LaLiga
Athletic Club,Cádiz,0.545027,0.263675,2020-10-01,0.3502,0.1459,2020-2021,LaLiga
Celta Vigo,Barcelona,0.568201,0.931689,2020-10-01,0.1884,0.4557,2020-2021,LaLiga
Union Berlin,Mainz 05,2.07145,0.189144,2020-10-02,0.8709,0.0181,2020-2021,Bundesliga
Fiorentina,Sampdoria,2.02799,2.18148,2020-10-02,0.3459,0.4151,2020-2021,SerieA
Paris S-G,Angers,2.9145,0.943753,2020-10-02,0.8223,0.0553,2020-2021,Ligue1
Valladolid,Eibar,1.09473,1.6913,2020-10-03,0.161,0.5323,2020-2021,LaLiga
Chelsea,Crystal Palace,2.51433,0.103249,2020-10-03,0.9641,0.0019,2020-2021,EPL
Sassuolo,Crotone,1.85563,1.5945,2020-10-03,0.4334,0.2711,2020-2021,SerieA
Dortmund,Freiburg,2.82762,0.445096,2020-10-03,0.9293,0.0082,2020-2021,Bundesliga
Werder Bremen,Arminia,0.346071,1.02247,2020-10-03,0.1066,0.5678,2020-2021,Bundesliga
Stuttgart,Leverkusen,0.799979,1.69772,2020-10-03,0.141,0.6205,2020-2021,Bundesliga
Eint Frankfurt,Hoffenheim,3.57344,0.769689,2020-10-03,0.9461,0.0118,2020-2021,Bundesliga
Köln,M'Gladbach,0.244959,2.0629,2020-10-03,0.0198,0.8769,2020-2021,Bundesliga
Everton,Brighton,2.34034,1.16568,2020-10-03,0.6864,0.1085,2020-2021,EPL
Atlético Madrid,Villarreal,0.610002,0.201508,2020-10-03,0.4048,0.1,2020-2021,LaLiga
Lens,Saint-Étienne,2.13387,0.0932933,2020-10-03,0.9306,0.0039,2020-2021,Ligue1
Elche,Huesca,0.188885,1.70374,2020-10-03,0.0251,0.8122,2020-2021,LaLiga
RB Leipzig,Schalke 04,3.25836,0.215209,2020-10-03,0.9711,0.0037,2020-2021,Bundesliga
Leeds United,Manchester City,2.56662,1.41533,2020-10-03,0.6582,0.1593,2020-2021,EPL
Real Sociedad,Getafe,2.19684,0.315862,2020-10-03,0.8819,0.0213,2020-2021,LaLiga
Udinese,Roma,1.66689,0.762958,2020-10-03,0.6259,0.1373,2020-2021,SerieA
Nice,Nantes,1.9654,1.13528,2020-10-03,0.5793,0.1609,2020-2021,Ligue1
Valencia,Betis,0.475219,1.87508,2020-10-03,0.0536,0.7601,2020-2021,LaLiga
Newcastle Utd,Burnley,1.95629,0.438849,2020-10-03,0.8267,0.0395,2020-2021,EPL
Osasuna,Celta Vigo,1.12188,0.360866,2020-10-04,0.6017,0.0978,2020-2021,LaLiga
Atalanta,Cagliari,3.60777,0.655559,2020-10-04,0.9474,0.0108,2020-2021,SerieA
Southampton,West Brom,0.949079,0.161283,2020-10-04,0.5842,0.0522,2020-2021,EPL
Montpellier,Nîmes,0.686408,0.588829,2020-10-04,0.3258,0.2746,2020-2021,Ligue1
Leicester City,West Ham,0.456022,2.03227,2020-10-04,0.0488,0.7882,2020-2021,EPL
Alavés,Athletic Club,0.520642,0.487749,2020-10-04,0.2885,0.2578,2020-2021,LaLiga
Parma,Hellas Verona,1.23442,0.633776,2020-10-04,0.535,0.1578,2020-2021,SerieA
Lazio,Inter,1.20722,0.719092,2020-10-04,0.4901,0.2083,2020-2021,SerieA
Benevento,Bologna,0.8907,1.82239,2020-10-04,0.1397,0.6217,2020-2021,SerieA
Arsenal,Sheffield Utd,0.667131,0.144994,2020-10-04,0.481,0.0695,2020-2021,EPL
Brest,Monaco,0.732353,1.53192,2020-10-04,0.1489,0.5815,2020-2021,Ligue1
Strasbourg,Lille,0.844783,1.95685,2020-10-04,0.1061,0.6944,2020-2021,Ligue1
Bordeaux,Dijon,1.50071,0.237758,2020-10-04,0.7543,0.042,2020-2021,Ligue1
Metz,Lorient,1.60054,0.853711,2020-10-04,0.5734,0.1378,2020-2021,Ligue1
Wolves,Fulham,0.89359,0.969393,2020-10-04,0.2918,0.3549,2020-2021,EPL
Wolfsburg,Augsburg,1.31989,1.80757,2020-10-04,0.2248,0.52,2020-2021,Bundesliga
Levante,Real Madrid,0.577329,1.87714,2020-10-04,0.0783,0.7388,2020-2021,LaLiga
Rennes,Reims,2.09357,1.0506,2020-10-04,0.634,0.1434,2020-2021,Ligue1
Manchester Utd,Tottenham,0.873435,3.3017,2020-10-04,0.0166,0.903,2020-2021,EPL
Milan,Spezia,2.64977,0.152433,2020-10-04,0.9681,0.0022,2020-2021,SerieA
Bayern Munich,Hertha BSC,3.99311,1.24509,2020-10-04,0.9187,0.0224,2020-2021,Bundesliga
Cádiz,Granada,1.09095,0.820558,2020-10-04,0.4235,0.2475,2020-2021,LaLiga
Aston Villa,Liverpool,3.07626,1.65705,2020-10-04,0.6988,0.1407,2020-2021,EPL
Barcelona,Sevilla,1.05717,1.25522,2020-10-04,0.2852,0.4075,2020-2021,LaLiga
Lyon,Marseille,3.14327,0.376941,2020-10-04,0.9494,0.007,2020-2021,Ligue1
Dijon,Rennes,1.10593,0.769376,2020-10-16,0.443,0.2305,2020-2021,Ligue1
Nîmes,Paris S-G,0.138218,4.12316,2020-10-16,0.0003,0.9953,2020-2021,Ligue1
Granada,Sevilla,1.08721,0.699011,2020-10-17,0.4552,0.2006,2020-2021,LaLiga
Everton,Liverpool,1.35998,2.49492,2020-10-17,0.1599,0.6444,2020-2021,EPL
Napoli,Atalanta,1.17201,0.640405,2020-10-17,0.4924,0.1976,2020-2021,SerieA
Mainz 05,Leverkusen,0.214962,0.454109,2020-10-17,0.1276,0.3156,2020-2021,Bundesliga
Augsburg,RB Leipzig,0.550472,2.39694,2020-10-17,0.0332,0.852,2020-2021,Bundesliga
Hertha BSC,Stuttgart,1.42805,1.40822,2020-10-17,0.3483,0.3578,2020-2021,Bundesliga
Freiburg,Werder Bremen,1.05894,1.6646,2020-10-17,0.2016,0.5429,2020-2021,Bundesliga
Hoffenheim,Dortmund,0.877373,1.84829,2020-10-17,0.1453,0.6263,2020-2021,Bundesliga
Celta Vigo,Atlético Madrid,1.89737,1.51399,2020-10-17,0.464,0.282,2020-2021,LaLiga
Chelsea,Southampton,1.98708,1.42348,2020-10-17,0.5201,0.2017,2020-2021,EPL
Reims,Lorient,0.273331,2.81036,2020-10-17,0.0042,0.97,2020-2021,Ligue1
Sampdoria,Lazio,1.83414,0.454609,2020-10-17,0.7724,0.0559,2020-2021,SerieA
Inter,Milan,2.54683,2.06232,2020-10-17,0.4905,0.2687,2020-2021,SerieA
Arminia,Bayern Munich,1.21235,3.29447,2020-10-17,0.0544,0.8373,2020-2021,Bundesliga
Real Madrid,Cádiz,1.1359,1.768,2020-10-17,0.214,0.5294,2020-2021,LaLiga
Manchester City,Arsenal,1.43023,0.838322,2020-10-17,0.5302,0.1869,2020-2021,EPL
M'Gladbach,Wolfsburg,2.11077,1.34469,2020-10-17,0.5864,0.1881,2020-2021,Bundesliga
Crotone,Juventus,1.39522,1.58494,2020-10-17,0.2584,0.3784,2020-2021,SerieA
Getafe,Barcelona,1.70992,0.62541,2020-10-17,0.6928,0.0892,2020-2021,LaLiga
Newcastle Utd,Manchester Utd,0.867496,2.21729,2020-10-17,0.0765,0.7283,2020-2021,EPL
Marseille,Bordeaux,0.977647,0.508148,2020-10-17,0.5237,0.1338,2020-2021,Ligue1
Eibar,Osasuna,0.371361,1.2646,2020-10-18,0.0898,0.6483,2020-2021,LaLiga
Bologna,Sassuolo,1.45422,3.23668,2020-10-18,0.1036,0.7652,2020-2021,SerieA
Sheffield Utd,Fulham,1.66363,1.35611,2020-10-18,0.4387,0.243,2020-2021,EPL
Strasbourg,Lyon,1.92587,4.16498,2020-10-18,0.0518,0.8526,2020-2021,Ligue1
Athletic Club,Levante,2.07013,0.281482,2020-10-18,0.8762,0.0197,2020-2021,LaLiga
Torino,Cagliari,1.24172,1.79136,2020-10-18,0.1676,0.5297,2020-2021,SerieA
Angers,Metz,1.09118,1.16356,2020-10-18,0.2311,0.293,2020-2021,Ligue1
Monaco,Montpellier,1.80187,0.109095,2020-10-18,0.8841,0.0086,2020-2021,Ligue1
Crystal Palace,Brighton,0.761169,1.0935,2020-10-18,0.2443,0.3853,2020-2021,EPL
Nantes,Brest,1.90561,0.839348,2020-10-18,0.6786,0.0971,2020-2021,Ligue1
Spezia,Fiorentina,0.925627,1.08362,2020-10-18,0.2986,0.3839,2020-2021,SerieA
Köln,Eint Frankfurt,1.41695,1.54892,2020-10-18,0.3073,0.3883,2020-2021,Bundesliga
Villarreal,Valencia,1.59975,0.677588,2020-10-18,0.6398,0.1196,2020-2021,LaLiga
Saint-Étienne,Nice,0.714171,2.52438,2020-10-18,0.0294,0.8617,2020-2021,Ligue1
Tottenham,West Ham,1.77602,1.49992,2020-10-18,0.4284,0.2758,2020-2021,EPL
Schalke 04,Union Berlin,0.250814,0.831403,2020-10-18,0.0949,0.5198,2020-2021,Bundesliga
Udinese,Parma,1.71631,0.96514,2020-10-18,0.566,0.1778,2020-2021,SerieA
Huesca,Valladolid,1.25439,0.907963,2020-10-18,0.4199,0.2325,2020-2021,LaLiga
Alavés,Elche,0.90822,0.902261,2020-10-18,0.3228,0.3322,2020-2021,LaLiga
Leicester City,Aston Villa,0.671595,0.873776,2020-10-18,0.2525,0.3908,2020-2021,EPL
Roma,Benevento,4.18819,1.55972,2020-10-18,0.9125,0.0202,2020-2021,SerieA
Betis,Real Sociedad,0.304528,1.58336,2020-10-18,0.0423,0.7921,2020-2021,LaLiga
Lille,Lens,2.90262,0.254965,2020-10-18,0.9442,0.0093,2020-2021,Ligue1
West Brom,Burnley,0.731692,1.08532,2020-10-19,0.2211,0.4501,2020-2021,EPL
Hellas Verona,Genoa,0.88144,0.38231,2020-10-19,0.4724,0.1486,2020-2021,SerieA
Leeds United,Wolves,1.08332,0.618191,2020-10-19,0.4733,0.1933,2020-2021,EPL
Stuttgart,Köln,0.722179,2.37516,2020-10-23,0.0508,0.8159,2020-2021,Bundesliga
Sassuolo,Torino,1.69093,2.08517,2020-10-23,0.2849,0.4765,2020-2021,SerieA
Rennes,Angers,1.21675,1.20512,2020-10-23,0.3568,0.3318,2020-2021,Ligue1
Elche,Valencia,0.165573,1.23519,2020-10-23,0.0327,0.7329,2020-2021,LaLiga
Aston Villa,Leeds United,1.50125,2.37695,2020-10-23,0.2041,0.5846,2020-2021,EPL
West Ham,Manchester City,0.263739,0.892456,2020-10-24,0.0966,0.5165,2020-2021,EPL
Atalanta,Sampdoria,2.09742,2.49916,2020-10-24,0.2696,0.4854,2020-2021,SerieA
Union Berlin,Freiburg,1.28488,0.271576,2020-10-24,0.6991,0.0528,2020-2021,Bundesliga
Bayern Munich,Eint Frankfurt,3.80823,0.429229,2020-10-24,0.9632,0.0064,2020-2021,Bundesliga
Mainz 05,M'Gladbach,1.90042,3.07629,2020-10-24,0.1678,0.648,2020-2021,Bundesliga
RB Leipzig,Hertha BSC,2.68523,0.802136,2020-10-24,0.8265,0.051,2020-2021,Bundesliga
Fulham,Crystal Palace,1.05258,2.81049,2020-10-24,0.0666,0.802,2020-2021,EPL
Barcelona,Real Madrid,1.57351,3.20848,2020-10-24,0.0932,0.7564,2020-2021,LaLiga
Lorient,Marseille,0.846635,0.880426,2020-10-24,0.3186,0.332,2020-2021,Ligue1
Genoa,Inter,0.0128508,1.63844,2020-10-24,0.0018,0.8821,2020-2021,SerieA
Sevilla,Eibar,1.98558,0.198368,2020-10-24,0.8787,0.0139,2020-2021,LaLiga
Manchester Utd,Chelsea,0.648427,0.219906,2020-10-24,0.4197,0.1056,2020-2021,EPL
Osasuna,Athletic Club,0.989319,0.5791,2020-10-24,0.4951,0.1631,2020-2021,LaLiga
Dortmund,Schalke 04,1.48384,0.236172,2020-10-24,0.7236,0.0494,2020-2021,Bundesliga
Lazio,Bologna,1.42977,1.75593,2020-10-24,0.2874,0.448,2020-2021,SerieA
Atlético Madrid,Betis,1.24304,1.01541,2020-10-24,0.4005,0.2886,2020-2021,LaLiga
Paris S-G,Dijon,4.08894,1.49175,2020-10-24,0.8841,0.0399,2020-2021,Ligue1
Liverpool,Sheffield Utd,2.40286,1.39788,2020-10-24,0.6498,0.1341,2020-2021,EPL
Cagliari,Crotone,2.08322,1.40714,2020-10-25,0.5478,0.2141,2020-2021,SerieA
Valladolid,Alavés,0.305213,2.3128,2020-10-25,0.0166,0.9031,2020-2021,LaLiga
Bordeaux,Nîmes,1.92729,0.712337,2020-10-25,0.7117,0.0888,2020-2021,Ligue1
Southampton,Everton,0.74151,0.287054,2020-10-25,0.4409,0.1292,2020-2021,EPL
Parma,Spezia,3.67014,0.965076,2020-10-25,0.9102,0.0283,2020-2021,SerieA
Montpellier,Reims,0.13909,4.33321,2020-10-25,0.0002,0.9979,2020-2021,Ligue1
Brest,Strasbourg,0.732823,1.29304,2020-10-25,0.1642,0.5452,2020-2021,Ligue1
Benevento,Napoli,0.650046,2.26936,2020-10-25,0.0633,0.7768,2020-2021,SerieA
Metz,Saint-Étienne,0.330896,0.631401,2020-10-25,0.1519,0.3953,2020-2021,Ligue1
Wolfsburg,Arminia,2.77748,0.664903,2020-10-25,0.8572,0.0392,2020-2021,Bundesliga
Cádiz,Villarreal,0.20914,0.752296,2020-10-25,0.0841,0.5204,2020-2021,LaLiga
Nice,Lille,0.866315,0.890546,2020-10-25,0.3216,0.3327,2020-2021,Ligue1
Wolves,Newcastle Utd,0.758626,0.253685,2020-10-25,0.4507,0.116,2020-2021,EPL
Werder Bremen,Hoffenheim,0.229596,0.870978,2020-10-25,0.0865,0.5194,2020-2021,Bundesliga
Fiorentina,Udinese,1.20434,2.6861,2020-10-25,0.0645,0.7682,2020-2021,SerieA
Getafe,Granada,1.33438,0.949811,2020-10-25,0.4401,0.2094,2020-2021,LaLiga
Arsenal,Leicester City,0.73944,0.736172,2020-10-25,0.2978,0.3232,2020-2021,EPL
Juventus,Hellas Verona,2.17723,0.599908,2020-10-25,0.7667,0.067,2020-2021,SerieA
Lyon,Monaco,3.43243,1.89348,2020-10-25,0.7265,0.1163,2020-2021,Ligue1
Real Sociedad,Huesca,1.79773,0.591473,2020-10-25,0.7155,0.0678,2020-2021,LaLiga
Brighton,West Brom,0.546807,0.295654,2020-10-26,0.366,0.1537,2020-2021,EPL
Leverkusen,Augsburg,2.6291,0.342366,2020-10-26,0.9318,0.0112,2020-2021,Bundesliga
Milan,Roma,2.81817,2.35903,2020-10-26,0.4821,0.2814,2020-2021,SerieA
Levante,Celta Vigo,1.19249,0.818389,2020-10-26,0.4593,0.2028,2020-2021,LaLiga
Burnley,Tottenham,0.95045,0.797344,2020-10-26,0.3729,0.2862,2020-2021,EPL
Schalke 04,Stuttgart,0.726659,1.56968,2020-10-30,0.1176,0.609,2020-2021,Bundesliga
Wolves,Crystal Palace,1.34895,0.802767,2020-10-30,0.509,0.198,2020-2021,EPL
Eibar,Cádiz,0.466935,0.932416,2020-10-30,0.1551,0.4944,2020-2021,LaLiga
Sheffield Utd,Manchester City,0.687544,1.89643,2020-10-31,0.0699,0.7174,2020-2021,EPL
Real Madrid,Huesca,2.23898,0.79915,2020-10-31,0.7432,0.0809,2020-2021,LaLiga
Crotone,Atalanta,0.524608,3.49595,2020-10-31,0.01,0.9481,2020-2021,SerieA
Eint Frankfurt,Werder Bremen,2.49235,0.733652,2020-10-31,0.7994,0.0639,2020-2021,Bundesliga
Arminia,Dortmund,0.255813,2.75909,2020-10-31,0.012,0.9295,2020-2021,Bundesliga
Köln,Bayern Munich,0.681548,0.992927,2020-10-31,0.181,0.4508,2020-2021,Bundesliga
Augsburg,Mainz 05,1.78716,1.01141,2020-10-31,0.5823,0.1562,2020-2021,Bundesliga
Athletic Club,Sevilla,1.32876,1.15091,2020-10-31,0.4051,0.2853,2020-2021,LaLiga
Burnley,Chelsea,0.407341,1.23077,2020-10-31,0.1035,0.6051,2020-2021,EPL
Rennes,Brest,1.40289,1.03943,2020-10-31,0.4317,0.2709,2020-2021,Ligue1
Inter,Parma,3.0518,0.760875,2020-10-31,0.8768,0.0309,2020-2021,SerieA
Osasuna,Atlético Madrid,1.42768,3.06286,2020-10-31,0.0669,0.7857,2020-2021,LaLiga
Liverpool,West Ham,1.56302,0.269048,2020-10-31,0.7962,0.0328,2020-2021,EPL
M'Gladbach,RB Leipzig,0.615287,0.695278,2020-10-31,0.2783,0.3139,2020-2021,Bundesliga
Bologna,Cagliari,1.46614,1.26683,2020-10-31,0.4093,0.3232,2020-2021,SerieA
Alavés,Barcelona,1.11324,2.07747,2020-10-31,0.1408,0.6038,2020-2021,LaLiga
Nantes,Paris S-G,1.63127,2.72536,2020-10-31,0.1306,0.6607,2020-2021,Ligue1
Udinese,Milan,0.956217,1.02378,2020-11-01,0.309,0.3203,2020-2021,SerieA
Aston Villa,Southampton,2.44855,1.00333,2020-11-01,0.7378,0.0902,2020-2021,EPL
Saint-Étienne,Montpellier,0.484542,0.937369,2020-11-01,0.1734,0.4704,2020-2021,Ligue1
Betis,Elche,3.06462,0.478252,2020-11-01,0.9311,0.0124,2020-2021,LaLiga
Reims,Strasbourg,0.911301,1.42258,2020-11-01,0.1776,0.5177,2020-2021,Ligue1
Spezia,Juventus,0.546346,2.88171,2020-11-01,0.0198,0.9159,2020-2021,SerieA
Torino,Lazio,2.4688,1.75598,2020-11-01,0.5619,0.1944,2020-2021,SerieA
Dijon,Lorient,0.377123,1.14876,2020-11-01,0.0811,0.6385,2020-2021,Ligue1
Angers,Nice,0.395203,2.78036,2020-11-01,0.0065,0.9477,2020-2021,Ligue1
Newcastle Utd,Everton,2.6311,1.21805,2020-11-01,0.7653,0.0784,2020-2021,EPL
Nîmes,Metz,0.78372,0.859238,2020-11-01,0.2914,0.3599,2020-2021,Ligue1
Freiburg,Leverkusen,1.18284,1.34088,2020-11-01,0.3133,0.3846,2020-2021,Bundesliga
Celta Vigo,Real Sociedad,2.12312,2.27628,2020-11-01,0.3175,0.3996,2020-2021,LaLiga
Monaco,Bordeaux,3.9375,0.204669,2020-11-01,0.9964,0.0002,2020-2021,Ligue1
Manchester Utd,Arsenal,0.394113,0.998072,2020-11-01,0.1004,0.5814,2020-2021,EPL
Hertha BSC,Wolfsburg,1.25246,0.397923,2020-11-01,0.6006,0.1117,2020-2021,Bundesliga
Napoli,Sassuolo,2.14387,1.52493,2020-11-01,0.5119,0.2267,2020-2021,SerieA
Roma,Fiorentina,3.6279,0.37308,2020-11-01,0.9729,0.0039,2020-2021,SerieA
Granada,Levante,0.230886,0.813588,2020-11-01,0.0926,0.4859,2020-2021,LaLiga
Tottenham,Brighton,1.97236,0.324457,2020-11-01,0.8592,0.0257,2020-2021,EPL
Sampdoria,Genoa,0.858208,1.18373,2020-11-01,0.2449,0.4436,2020-2021,SerieA
Valencia,Getafe,1.75934,2.35774,2020-11-01,0.2207,0.5346,2020-2021,LaLiga
Lille,Lyon,0.444747,0.421049,2020-11-01,0.2535,0.2524,2020-2021,Ligue1
Fulham,West Brom,1.62247,0.482685,2020-11-02,0.7108,0.0835,2020-2021,EPL
Hoffenheim,Union Berlin,1.49329,3.66229,2020-11-02,0.0366,0.8737,2020-2021,Bundesliga
Hellas Verona,Benevento,2.51742,1.60386,2020-11-02,0.6077,0.1857,2020-2021,SerieA
Leeds United,Leicester City,1.74822,3.07657,2020-11-02,0.1116,0.7066,2020-2021,EPL
Villarreal,Valladolid,1.85014,0.793913,2020-11-02,0.673,0.1151,2020-2021,LaLiga
Genoa,Torino,1.18572,0.444269,2020-11-04,0.5602,0.1306,2020-2021,SerieA
Brighton,Burnley,1.59022,0.326933,2020-11-06,0.7227,0.0625,2020-2021,EPL
Werder Bremen,Köln,1.35118,0.399372,2020-11-06,0.6835,0.0688,2020-2021,Bundesliga
Sassuolo,Udinese,0.0834694,0.0917939,2020-11-06,0.0737,0.0824,2020-2021,SerieA
Strasbourg,Marseille,0.324201,0.0420124,2020-11-06,0.267,0.0302,2020-2021,Ligue1
Elche,Celta Vigo,1.6055,2.15551,2020-11-06,0.2441,0.5006,2020-2021,LaLiga
Southampton,Newcastle Utd,0.985828,0.175633,2020-11-06,0.5809,0.0614,2020-2021,EPL
Everton,Manchester Utd,0.376464,1.59642,2020-11-07,0.069,0.7242,2020-2021,EPL
Huesca,Eibar,2.23211,0.839508,2020-11-07,0.7558,0.0577,2020-2021,LaLiga
Cagliari,Sampdoria,1.89967,0.134345,2020-11-07,0.8884,0.0107,2020-2021,SerieA
RB Leipzig,Freiburg,2.43212,0.577152,2020-11-07,0.8537,0.0348,2020-2021,Bundesliga
Stuttgart,Eint Frankfurt,2.0858,3.48931,2020-11-07,0.1403,0.6969,2020-2021,Bundesliga
Union Berlin,Arminia,2.25166,0.259002,2020-11-07,0.9102,0.0115,2020-2021,Bundesliga
Augsburg,Hertha BSC,0.350601,2.51682,2020-11-07,0.017,0.9076,2020-2021,Bundesliga
Mainz 05,Schalke 04,3.36371,1.70687,2020-11-07,0.7696,0.0888,2020-2021,Bundesliga
Crystal Palace,Leeds United,1.30169,0.847913,2020-11-07,0.4854,0.2226,2020-2021,EPL
Barcelona,Betis,4.44487,0.86991,2020-11-07,0.9677,0.0077,2020-2021,LaLiga
Bordeaux,Montpellier,0.474622,1.59436,2020-11-07,0.085,0.7,2020-2021,Ligue1
Benevento,Spezia,0.251291,1.45194,2020-11-07,0.0528,0.7256,2020-2021,SerieA
Sevilla,Osasuna,1.151,0.499107,2020-11-07,0.5862,0.117,2020-2021,LaLiga
Chelsea,Sheffield Utd,2.87622,0.743967,2020-11-07,0.8726,0.0285,2020-2021,EPL
Dortmund,Bayern Munich,2.30881,1.33621,2020-11-07,0.625,0.1687,2020-2021,Bundesliga
Parma,Fiorentina,0.131692,0.814627,2020-11-07,0.0544,0.5521,2020-2021,SerieA
Paris S-G,Rennes,1.02539,0.855589,2020-11-07,0.3957,0.2707,2020-2021,Ligue1
West Ham,Fulham,1.42614,1.84922,2020-11-07,0.2509,0.4853,2020-2021,EPL
Atlético Madrid,Cádiz,2.62556,0.395983,2020-11-07,0.8928,0.0251,2020-2021,LaLiga
Lazio,Juventus,1.07713,1.27201,2020-11-08,0.29,0.4139,2020-2021,SerieA
West Brom,Tottenham,0.799352,1.87063,2020-11-08,0.1207,0.6624,2020-2021,EPL
Brest,Lille,1.47256,2.97059,2020-11-08,0.1138,0.7224,2020-2021,Ligue1
Getafe,Villarreal,0.55465,2.32114,2020-11-08,0.0425,0.8374,2020-2021,LaLiga
Atalanta,Inter,0.955473,0.815144,2020-11-08,0.3608,0.2718,2020-2021,SerieA
Genoa,Roma,0.64745,3.49225,2020-11-08,0.0155,0.9302,2020-2021,SerieA
Torino,Crotone,0.235946,0.300792,2020-11-08,0.1606,0.2118,2020-2021,SerieA
Lorient,Nantes,1.77629,1.46578,2020-11-08,0.4379,0.2826,2020-2021,Ligue1
Metz,Dijon,2.52379,2.43299,2020-11-08,0.3962,0.3526,2020-2021,Ligue1
Lens,Reims,2.04125,1.02999,2020-11-08,0.637,0.1169,2020-2021,Ligue1
Leicester City,Wolves,2.0545,0.57936,2020-11-08,0.8134,0.0426,2020-2021,EPL
Nîmes,Angers,1.66648,2.03947,2020-11-08,0.2757,0.4568,2020-2021,Ligue1
Wolfsburg,Hoffenheim,2.65255,2.63695,2020-11-08,0.3995,0.3733,2020-2021,Bundesliga
Real Sociedad,Granada,3.72416,0.780649,2020-11-08,0.9614,0.0041,2020-2021,LaLiga
Nice,Monaco,0.782745,1.87829,2020-11-08,0.1056,0.6548,2020-2021,Ligue1
Manchester City,Liverpool,1.58487,1.18789,2020-11-08,0.4692,0.2017,2020-2021,EPL
Bologna,Napoli,0.729048,1.40583,2020-11-08,0.1558,0.5427,2020-2021,SerieA
Leverkusen,M'Gladbach,1.53904,3.02085,2020-11-08,0.1004,0.7356,2020-2021,Bundesliga
Valladolid,Athletic Club,2.28498,1.57936,2020-11-08,0.5888,0.1649,2020-2021,LaLiga
Levante,Alavés,1.99148,1.01595,2020-11-08,0.6357,0.1371,2020-2021,LaLiga
Arsenal,Aston Villa,1.39037,1.98553,2020-11-08,0.2332,0.5203,2020-2021,EPL
Milan,Hellas Verona,3.65495,2.20988,2020-11-08,0.6899,0.1344,2020-2021,SerieA
Lyon,Saint-Étienne,3.30537,1.46951,2020-11-08,0.8023,0.0656,2020-2021,Ligue1
Valencia,Real Madrid,2.34693,1.05824,2020-11-08,0.749,0.0806,2020-2021,LaLiga
Rennes,Bordeaux,1.95047,0.312448,2020-11-20,0.8521,0.0245,2020-2021,Ligue1
Monaco,Paris S-G,3.28236,2.01645,2020-11-20,0.6932,0.1254,2020-2021,Ligue1
Osasuna,Huesca,0.878778,0.807899,2020-11-20,0.3343,0.3178,2020-2021,LaLiga
Newcastle Utd,Chelsea,0.368286,1.81923,2020-11-21,0.0513,0.7728,2020-2021,EPL
Levante,Elche,0.902091,0.832435,2020-11-21,0.3407,0.306,2020-2021,LaLiga
Crotone,Lazio,0.432377,1.79345,2020-11-21,0.0684,0.7374,2020-2021,SerieA
Arminia,Leverkusen,0.0,1.32693,2020-11-21,0.0,0.8448,2020-2021,Bundesliga
Schalke 04,Wolfsburg,1.00376,2.66289,2020-11-21,0.0765,0.778,2020-2021,Bundesliga
Hoffenheim,Stuttgart,1.75486,1.45618,2020-11-21,0.4539,0.2792,2020-2021,Bundesliga
M'Gladbach,Augsburg,1.70506,0.813971,2020-11-21,0.6089,0.138,2020-2021,Bundesliga
Bayern Munich,Werder Bremen,1.6736,1.63104,2020-11-21,0.3629,0.3559,2020-2021,Bundesliga
Aston Villa,Brighton,1.76514,1.50038,2020-11-21,0.4473,0.2789,2020-2021,EPL
Villarreal,Real Madrid,1.72712,0.652049,2020-11-21,0.6742,0.0888,2020-2021,LaLiga
